id,uid,time,longitude,latitude,speed,accuracy
51bf4b0a-3e3c-4054-8d02-ab07dd6f12b6,nnziInMDTH,2022-03-13 14:58:12,-77.647165,43.1781576,0.0,20.0
a1590b04-785e-4669-91d0-f3618444de35,nnziInMDTH,2022-03-12 19:57:31,-77.5656628,43.1884465,0.0,41.844
03a424c2-ab83-46d2-b210-ec4857d6122f,nnziInMDTH,2022-03-12 09:50:18,-78.8647527,42.9841369,0.0,14.014
91303b36-e99a-483d-842f-612d91e10e47,nnziInMDTH,2022-03-14 01:26:57,-78.8647318,42.9841141,0.0,14.451
a4ce66b9-45cc-4333-839f-3e854190f4eb,nnziInMDTH,2022-03-12 08:35:18,-78.8647321,42.9840926,0.0,17.977
d0da251e-0a2d-4979-adba-2252c7823554,nnziInMDTH,2022-03-12 12:41:51,-77.5657559,43.1884574,0.0,18.407
5eb33ac5-34b3-4cc3-af50-c44c4d4b49c6,nnziInMDTH,2022-03-13 19:11:15,-77.6471699,43.1781616,0.0,20.0
c7ae5ab5-7672-4f2b-a2bd-3b8db5ded094,nnziInMDTH,2022-03-13 11:57:23,-77.5657492,43.1884502,0.0,15.206
d7ebf214-588f-444d-a07c-c9221ecbccf6,nnziInMDTH,2022-03-12 18:37:41,-77.5657436,43.1884545,0.0,17.289
7b67557f-bd8a-4f66-82c3-0e11065ef865,nnziInMDTH,2022-03-12 07:22:33,-78.8647304,42.9841064,0.0,16.179
5875b730-a7f6-4f47-bbe5-59659bd87a87,nnziInMDTH,2022-03-13 16:53:43,-77.6471661,43.1781575,0.0,20.0
92c71c8a-c112-46e9-8f39-66ad5b118c85,nnziInMDTH,2022-03-13 11:46:11,-77.5657492,43.1884502,0.0,15.206
1340e8ac-299f-439d-9c3c-95b414934fa5,nnziInMDTH,2022-03-12 07:07:00,-78.8647472,42.9840908,0.0,17.052
d4fe60e3-9329-48ae-a55b-61a412249f87,nnziInMDTH,2022-03-13 23:25:16,-78.8359638,43.0028255,0.0,1799.999
51067591-4aa5-4977-a2d3-bf83a82ac989,nnziInMDTH,2022-03-13 20:25:48,-77.6471652,43.1781581,0.0,20.0
e3597360-2098-4877-9f24-6c0dfc1eac84,nnziInMDTH,2022-03-12 19:22:21,-77.5657265,43.1884859,0.0,41.968
c56510c2-9728-4f2d-9166-ba98d2fbda8b,nnziInMDTH,2022-03-11 17:24:11,-78.8647617,42.9840876,0.0,14.867
8d5a8f95-79fe-4367-9c41-66424e67c8fe,nnziInMDTH,2022-03-12 02:50:37,-78.8647229,42.9841116,0.0,15.571
997e28f6-7058-4e1b-9c36-fbf176a0055d,nnziInMDTH,2022-03-12 08:45:25,-78.8647366,42.9840888,0.0,16.079
0a0c4a52-0282-4970-becd-c765f31d4756,nnziInMDTH,2022-03-12 11:51:20,-77.9265136,43.0866852,0.0,2729.0
16e550db-6bb1-43e6-925c-87acd3841be6,nnziInMDTH,2022-03-13 13:59:58,-77.5657351,43.1884584,0.0,22.431
5f497538-0604-41c1-9835-610ad7f80520,nnziInMDTH,2022-03-11 19:36:14,-78.864768,42.9841119,0.0,17.783
0ea2a536-4844-457e-bfb1-7882e7c7acb6,nnziInMDTH,2022-03-11 15:17:23,-78.7890378,43.0008912,0.0,13.671
f3545ca2-8580-40fa-9876-c8adde9705b3,nnziInMDTH,2022-03-12 07:07:00,-78.8647472,42.9840908,0.0,17.052
e0dea771-f4af-470a-8aac-d8b42b5603f2,nnziInMDTH,2022-03-12 07:50:34,-78.864731,42.9840857,0.0,14.864
