"id","uid","time","longitude","latitude","speed","accuracy"
"3156cadd-efc1-4bdb-a27c-2b15988bc9d5","t45dt57tCz","2021-12-20 15:27:03",-77.7412275,43.1189035,0,42.828
"bd36fa9d-c47f-4669-89af-d2ee457669d9","t45dt57tCz","2021-12-21 17:22:02",-77.7411906,43.1189312,0,22.986
"ae2ee4c2-332b-45b3-badc-859cb3990d70","t45dt57tCz","2021-12-15 00:18:00",-78.795835,42.9994249,0,13.121
"cc214124-4636-478e-b656-1c812d780f91","t45dt57tCz","2021-12-16 08:47:03",-78.795899,42.9994402,0.26414236,6.86
"d10a66a3-9572-4688-a075-d756e9e17ff7","t45dt57tCz","2021-12-19 01:31:38",-77.7412213,43.1189051,0,39.708
"b8e7b52c-aeca-4403-b4ee-95e346098c2e","t45dt57tCz","2021-12-18 23:41:28",-77.7412275,43.1189068,0,35.905
"7acf725a-9997-4729-98e7-c6a9fcbbf3bc","t45dt57tCz","2021-12-19 06:02:04",-77.7412246,43.1189366,0,37.48
"6fb79af3-52e0-426b-ae64-f492d6b00f2e","t45dt57tCz","2021-12-24 05:17:27",-77.7412635,43.1189302,0,24.151
"85059169-fd84-4b53-a256-e4f0420551b3","t45dt57tCz","2021-12-21 22:32:02",-77.7412417,43.1189033,0,22.84
"154fbdde-46f5-4b98-bb16-838370df6b45","t45dt57tCz","2021-12-23 17:17:03",-77.741048,43.1187872,0.44,21.44
"5926ec66-a986-4f54-897a-89ba2a1943ad","t45dt57tCz","2021-12-19 00:17:00",-77.7412275,43.1189068,0,35.905
"ad1bc177-4fd6-473f-812b-1d75632bcc42","t45dt57tCz","2021-12-18 06:37:03",-77.741287,43.1189218,0,25.227
"eb687ce3-79a2-4c76-93c7-a2e2c91e3df6","t45dt57tCz","2021-12-21 20:52:04",-77.7412658,43.1189136,0,21.151
"1862ddf2-7f9f-4d2e-a49c-819a3d409eb3","t45dt57tCz","2021-12-18 04:07:34",-77.7412073,43.1189072,0,43.787
"65542641-3a43-4c23-aa13-da8a1dff33f2","t45dt57tCz","2021-12-16 00:17:04",-78.7957766,42.9994113,0,14.374
"742b79de-8d03-4cf8-aa85-70058256a05b","t45dt57tCz","2021-12-20 00:30:15",-77.7412644,43.1190243,0,10.72
"84da21b0-e193-4c17-8e76-97fa44f90a43","t45dt57tCz","2021-12-21 17:52:02",-77.7414162,43.1189114,0,39.6
"eb4ce759-e926-466f-b81a-76117514591e","t45dt57tCz","2021-12-20 00:30:15",-77.7412644,43.1190243,0,10.72
"8596da4e-00cf-4ee7-a394-d03f738fa6c8","t45dt57tCz","2021-12-17 22:52:02",-77.7412433,43.1189551,0,22.904
"10cdd416-8e47-4ce3-ade9-4ec1ae54cf5c","t45dt57tCz","2021-12-18 08:22:05",-77.7412838,43.1189193,0.12669554,10.452
"de8313ad-e3d3-408f-a12a-e299a16ded1e","t45dt57tCz","2021-12-19 02:47:09",-77.7412034,43.1189326,0,17.031
"bdb316b1-e280-4e3c-9780-9fe64e058ae9","t45dt57tCz","2021-12-22 06:02:04",-77.7411743,43.1189629,0,22.141
"af88ff62-38f2-4cdf-95ed-c61efc4f264f","t45dt57tCz","2021-12-17 15:07:03",-78.115776,43.0172319,0,16378.43
"9b4e77bd-e2cd-4402-a7d7-18c58a6d286c","t45dt57tCz","2021-12-23 11:02:03",-77.741238,43.1189559,0,17.337
"0147cb14-d38b-48b0-ad70-4224dd73d693","t45dt57tCz","2021-12-16 17:27:04",-78.7958516,42.9994308,0,14.173
"ed4e1131-b367-4ca8-bca9-9a204c3f6a2d","t45dt57tCz","2021-12-21 23:02:02",-77.7413083,43.1189322,0,46.079
"8307a195-ffbe-497a-a61f-87071aa20273","t45dt57tCz","2021-12-19 03:32:03",-77.7412002,43.1189486,0.12445059,19.231
"60012067-cdf4-4e05-b1e1-c4acf8186a47","t45dt57tCz","2021-12-14 21:22:04",-78.8217602,43.000077,0,40.349
"3e60dbcf-0f00-42da-9095-4e99e2fd6ce6","t45dt57tCz","2021-12-19 02:47:09",-77.7412034,43.1189326,0,17.031
"c8017684-2ab3-4041-a6ad-f7e21617279a","t45dt57tCz","2021-12-19 16:02:03",-77.7412106,43.1189398,0,36.036
"91778bdd-ee9f-453c-bcb2-e8d1257bdb77","t45dt57tCz","2021-12-22 03:47:03",-77.7412815,43.1189425,0.07200361,26.028
"3efdba00-810f-40e1-9448-ac02b12963d4","t45dt57tCz","2021-12-23 02:02:03",-77.7411953,43.1189743,0,33.529
